f0,f1,f2,target
1.2718381793062483,-1.2522394630816638,0.42208909076913403,1
-1.6283927054635168,-0.23886621266943062,-0.19896722021649535,0
0.653192893417558,-0.6525354440116201,0.6749992117557476,1
-0.9430876367953972,-0.6579591814311898,-1.1023193221797507,0
1.837333576183231,-2.5239403956233666,0.6642813715686795,1
-1.7230659961125392,0.042217114179017814,0.19412056915929118,0
1.0994109911716201,0.7302651894039272,-1.1261599258344688,0
0.3946360395694809,1.012328732369342,1.6016907537056626,1
-0.5061299656381372,-0.5216468126851329,0.2899607023896119,0
-1.2007887137268538,0.5806902551892749,1.2863859928559926,0
-0.5722017621398846,0.6861376919819152,0.7569186550871004,0
1.3480632789538465,-0.6249089361231427,-1.3257625246446274,0
-1.864653751331146,0.4572971742207539,1.135694421581445,0
0.4501980132291285,0.9889296763900616,-0.8123345838869355,1
0.703194864678229,-1.5002634370577854,-0.7516946137468815,0
-2.30080025699866,0.25468944297184776,-0.23292022893342795,0
-0.7672596537819094,-0.015607308442671051,-1.1074704846190162,0
1.9555715954810453,-0.8709782165573483,2.143488078938178,1
1.005821033713645,0.4372075700087229,1.8241647455224905,1
0.34736654093479435,0.3881081114536362,1.5052471759974504,0
-0.39125599439738395,0.6491781526259995,3.0494975205195027,1
0.33851235667015955,-0.8946263815036808,-0.9353428733553842,0
-0.9839103731859989,0.19645614873529726,1.1667139676800105,0
0.9320219240050426,-1.1188664962859711,0.8215709492165932,1
1.8512501081974362,-0.5620749190772146,1.2611446600599407,1
1.412658672710388,1.3744581595395842,-2.3828159127675232,1
0.4858663027235919,-0.0725809746325414,0.13279592856142453,1
-1.1361556591233934,2.4998731050184277,-0.2827485079738677,0
1.0569377939611302,0.894075743232682,-0.13417175438453532,1
0.19492276690334007,1.504670776504819,-1.279595228858192,0
-1.2181388699322837,-0.20000374668462115,0.9801523081067985,0
-0.6232777268262962,1.0555644251298615,-0.28274003126692143,0
-1.3635441296005217,-0.1358732802989236,-0.7565573077895095,0
0.1116097578732445,-1.5539178483462486,0.47898421831564186,1
0.47180438010198794,-0.48276177520651725,-1.0719958297996117,1
-0.7081013690496707,-1.6376667498681727,0.3903165845850079,0
-1.5523123986283738,-0.846348574827972,-0.7703373170069255,0
1.4562793914156786,-0.42270593830506,-0.08958876191642305,1
-0.6691836647904096,1.7827810762054916,2.3318762059594693,0
0.5305026021821957,0.18860448873747232,-0.3607754732747464,0
0.8162464675739644,0.34772477519827244,-0.4630670777274263,0
