f0,f1,f2,f3,target
0.3963,-0.6161,0.4569,0.893,1
0.2994,-0.0253,0.2969,1.3645,1
-1.4606,1.6525,-0.5022,-0.2675,0
-0.499,-0.7202,-0.2383,0.4477,0
0.3841,0.3724,-0.1675,0.8296,0
-1.0627,0.4257,0.2598,0.7583,0
1.1429,-2.2119,-0.136,-0.2395,1
-0.8788,-1.9474,0.9063,1.0526,1
0.5945,0.1527,-0.4133,0.1027,1
0.0296,-3.1097,0.7691,1.1165,1
-0.2596,-0.0388,2.4387,-1.0379,1
-0.7899,-0.0648,0.0032,0.3873,0
0.2118,1.128,-0.1314,-0.6277,1
1.3264,0.453,-0.7697,0.8527,1
0.536,0.3965,-0.8571,-0.5994,1
-0.284,1.3476,-2.1679,0.756,0
0.7359,1.7369,-0.2775,-0.777,1
-1.1643,-0.3397,0.8815,-1.266,0
0.7104,0.1494,1.165,0.2996,1
0.2706,-0.5214,-0.562,-0.024,0
-0.8289,1.1387,-0.3375,-0.1852,0
-0.0734,1.7083,1.1114,1.9466,1
0.0295,0.0558,0.8819,0.0348,0
1.5378,0.3281,-0.7575,-0.6976,1
-1.7018,-0.94,0.1723,-0.792,0
-1.0512,-0.6393,0.1299,-0.4782,0
-0.1682,0.8042,-0.3499,-1.0244,0
1.173,0.7431,1.7052,-0.1869,1
0.1406,0.2515,0.4442,0.5258,1
0.007,2.4471,1.0227,-0.2939,1
-1.159,0.1454,0.0133,-1.2361,0
1.6736,1.4866,0.5314,0.0404,1
2.042,-1.5182,-1.5437,-1.1482,1
-1.2135,-0.9618,-1.1949,-0.7072,0
-0.6894,-1.741,0.184,0.6148,0
-0.0754,0.3125,0.4796,0.9226,1
-0.3252,-0.3395,-1.2827,-0.7728,0
2.3028,0.647,-0.2967,0.9935,1
-0.784,-0.2833,2.5396,-0.889,0
-0.0636,-0.0468,-0.0995,-0.9857,0
1.2313,-0.8885,0.2382,0.317,1
-0.7782,-0.0393,-2.2176,-0.0605,0
-1.8033,-0.4726,-0.6165,1.4014,0
-0.1908,0.687,0.8536,0.0576,1
-0.429,-0.0262,-0.9851,1.3387,0
-1.1807,1.0157,-1.4672,-0.1072,0
-0.4389,-0.1316,-0.0572,-1.9591,1
1.3183,1.0942,-1.6489,-0.1282,1
0.1092,0.7743,-0.5881,-1.389,1
0.7143,0.2073,1.083,0.3107,1
0.2333,0.4162,-1.1687,1.2984,0
0.5825,0.5918,0.8775,-0.611,1
-0.3173,1.4162,0.7735,-0.5158,0
0.6876,-1.3131,-1.1153,2.778,1
