f0,f1,f2,f3,target
10.435161061445935,2.812839322070119,1.743120541349474,3.7942668379643045,1
1.5422227392414003,9.524673793862954,7.639701125429978,6.912899332517227,0
9.229613590752301,3.195988569497587,1.0576114137072103,6.041213177735216,1
5.92785590977271,2.4334331918992116,6.607543516592616,9.416225108702891,0
3.4000598595153337,5.584042600309503,6.032730030206911,6.457456010176767,0
8.068713877016181,6.765443893818285,9.19897907025362,2.5692179280751555,1
3.583651386168454,7.459149561922527,3.6727085874111003,3.3204156163385097,0
4.86352744539596,6.0567496221680095,3.5069687500138595,6.77946766080942,0
9.162722940598826,-0.35348489117535564,-1.8602442122318816,7.25885779883607,1
2.6110175199426324,9.369016137854182,13.608258861002668,4.5747330404758575,0
3.8491774967938013,4.979132985692075,5.844690067416611,4.863866227106471,0
2.288618630145266,6.242808929127184,-1.0573724688373014,6.180017792305412,0
5.30147823956583,8.924724467366818,5.490048497046735,6.456098591884109,0
2.1609529810008183,5.52342964865174,7.330979077802468,8.063057795778564,0
5.35616136775344,9.756182964460486,8.82643773152476,3.0439366777219075,0
-2.4030624449090316,1.7073171938233376,5.205041192127316,5.477961907649912,0
4.119467288943969,3.7397405987611405,6.947651846016548,3.2353587753126636,0
-1.382076898172615,4.068963802902571,8.05416102576789,2.4474334636308455,0
6.918991296691644,6.725744432739588,4.951140204900575,6.22643552942389,1
2.2474232700856667,5.1808743027423985,9.50074048362597,4.771697858990001,0
1.6929920482927594,9.391308139408933,0.9157324848807828,9.956364920940857,0
5.285556016128802,6.854200101555613,6.06158368939576,5.061102097754211,0
8.23528933086004,4.768731305207519,2.5477953467220713,5.134516609359798,1
-0.23448964604539047,4.570562295178108,-0.31498215428544807,5.072751983773679,0
7.188387884175313,6.9391330383058385,4.58930374738038,-3.0811252109008738,0
3.5925432875228522,8.853477982076878,3.1663289493373323,6.663315403217024,0
3.0546313549103314,9.791362851283626,-1.2601940151140791,3.498495007220111,0
3.909121638273404,6.5793184168568075,5.139447261796709,5.5205931574411355,0
-1.8256316218096558,10.990462830438881,5.622703406494337,3.12238807602338,0
9.180350658617813,1.672611673765942,6.0699484219175055,8.032295664735578,1
7.354191621506052,5.77486101594722,4.777744220683214,2.0235238183803888,1
6.056801078478286,1.2010461615227008,8.236932432314527,7.645845641155116,0
5.112888234573127,-0.6808197968915088,7.015069579850353,6.995693544889569,0
1.8330136372447492,3.841744279347339,5.5323492750786265,7.199639362268443,0
3.977612642916145,2.6058313123677586,3.536911248884528,2.1589436076017803,0
10.37693423277588,10.562996103504332,-1.0612383046100913,3.8783110847761453,1
9.729738226318254,9.245019345548108,10.933583034516374,8.81126342013267,1
6.4340032408404655,5.9637078939694375,9.221862052964934,6.3938881903903315,1
0.12426587842565517,5.501046550679563,-0.2767315287802896,7.51492704328599,0
6.050825486837126,4.636986854830979,5.864042494441248,-0.11969561187611255,0
3.5096855913368437,3.2509619881863676,5.323836430294171,4.399768312432855,0
5.561994403741025,5.702598450385357,0.8651383739959115,1.3378041378970238,0
8.3970011960337,2.4806783772602268,4.512986990642882,7.415248987550781,1
4.018063454951158,11.516756136018042,2.2612892459099734,3.1796158225777242,0
-1.0474809751465912,7.528948536660047,3.8424978753909134,6.850716128274163,0
6.546276822260674,12.323798119127144,6.666974335664067,3.7740585704794416,1
3.643331587329274,7.396826572927067,-0.6994755218266917,3.503583500413861,0
0.40012270897116053,2.10937199546643,8.599790535719475,2.273758083899714,0
3.6502582733180837,7.517000684296372,0.3849141362066444,5.351558690668765,0
1.404817604267719,5.599140428388531,3.64995177306304,8.031651559407575,0
4.753033957064571,6.412594431540274,9.331401805246358,4.778723651317842,0
9.025770804420134,7.161611279857267,7.7985308991285125,2.8648573589777486,1
5.670743549525827,5.482338157599438,7.2674267837639945,8.420709702154333,0
8.078060094322952,6.93684773200532,3.461212638802808,3.6487677506084455,0
6.561126323442444,1.621422420775736,4.052408449712037,4.749934438770318,0
6.441858897298764,6.777370278265557,1.5834411259593053,7.031332274500855,0
-0.640254807296941,3.128397589691802,7.805581926418133,4.154345723681423,0
6.319214071324371,12.53584059240572,4.406841708595364,4.4838482422878645,1
-1.2287395311373723,6.040602446026647,9.305234544576933,5.64227232204715,0
5.288493592133908,13.92504999327136,5.536299990967084,5.529532874615425,0
5.375597810619419,2.0072418878992684,7.3191067753654675,8.921222973079006,0
8.326226652576496,7.5825734605762,2.8349184975676893,3.642348542855851,1
13.508089986309813,1.3464166673821154,0.8881591362382473,4.927081165238166,1
0.5326272908242284,1.3326707121470838,0.6221080686858862,1.5001117786187028,0
4.364885881208497,7.1926972392534605,5.402400382151965,7.301583756168009,0
3.792474335039815,-3.0314021883350506,2.637034269733761,-0.2193226262205199,0
5.656544805783684,6.513517069873215,3.1281328317983323,4.4971017711692625,1
6.7707714334136835,8.478643728990548,2.697546589168963,7.703822213774814,0
3.442002187173416,7.54642670761298,-3.0576923433135548,3.646521496440089,0
6.0116432247044855,1.1324969505772966,-2.685294648884966,1.260320153400123,0
4.067954714242784,6.191423174562236,6.720402989294332,4.821801113772408,0
0.31668063257858403,1.5705016510952485,6.407839659538668,7.657866280524581,0
5.230512893362799,10.718651310845646,3.0635509016257716,4.865262993036877,0
5.524609165332238,4.2635765130496015,0.915643754892173,0.8384270055147667,0
5.06076872457891,6.230693485182793,10.383773674392643,5.14437724630333,0
-3.3378632602938243,0.7070577567132608,-0.02764932206501136,2.1144986828833905,0
6.413912949738387,5.8780531451621085,5.869354360881473,0.667601202614069,1
3.851303855039127,4.860229224321403,11.247844330766679,8.98746465948605,0
4.427605965181688,7.62841751358147,5.377566643060629,4.10400947450061,0
3.9484726715845677,-0.3222094241637592,9.695607173799745,5.386602076483395,0
1.4290444670081572,3.6213101345078025,3.234491690454389,4.459986565254689,0
3.5059220722255056,9.8815708307177,-0.1253853127410034,8.135353424253195,0
4.585198173701806,7.891958091968625,3.4038832247691584,2.033590441848811,0
5.580631899919173,11.385523837571025,1.3227743940990804,7.215070784866052,0
9.32257934242348,6.519756555631684,4.695467300947269,11.187613012552337,1
5.219979263252281,7.510144725234644,5.784059748481869,6.726355807938152,0
3.5701522485890704,2.829711095073299,8.820915612256194,5.243853140692302,0
6.817851921616002,1.6674125730159135,7.9326523291450055,9.106186940376542,1
5.593885594589814,0.27086363068510977,7.407864495432051,0.1179929706887819,0
6.796300666036353,7.588863462985163,1.1891857083671762,2.9265186571430473,0
0.8171763428055296,2.3587929156458034,0.6717049017100534,-0.1263773374852093,0
-0.29660830402592797,6.971910904100293,5.540600716278163,8.283743036960793,0
