f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,target
-0.76808429745681,-0.4463553118383933,-0.8744560690443673,0.23578600264962815,-0.6771601044666223,1.6242620065837292,-1.0485020157168248,-1.0099472557326485,-1.3173105938137892,0.40171544846691687,-1.1644696760395856,1.066978991508556,-0.7868039840283123,0.7422893917859269,1.9228952809365258,-0.7793734846873691,-3.10907415659312,0.6399950567945963,0.6385226774977728,-0.05568238701571995,0.0069359011015858165,1.1797411923315266,-1.6352993239622202,-0.029529506569362582,1.831822138962641,-0.5705933088526377,-0.0670280481215882,-0.09610106602308185,1.0573250006708752,-1.5994330911202996,1
-0.3881387871039483,0.8670121452044153,1.2799783674050536,-1.149802185073756,0.4529859241180459,-0.18128846739698695,0.4449680373002139,1.5374353696891636,-1.5098232155470956,-0.8264989488340735,-0.2739732285547891,-2.063222017253628,-1.7275410617177758,-0.21293432478350657,0.6350574526324398,0.16860484534519907,-0.4558208418722866,0.034654078705243056,0.5183311119358358,0.4310168375872001,-1.425774962595936,-1.5273124150970196,0.8764908375963447,-1.7157257970011348,0.919079184096093,0.6639549267776932,-0.6868042386508736,0.10404825078988718,0.6639299730934423,-0.3509460357663586,1
-0.7885916749126911,0.6635732003553702,0.5814564055976156,1.088523652981407,-1.0334465467812854,0.33171745758588783,-0.011058025444819083,0.9738094592721931,-0.3005127454139966,-1.046964515349137,0.3189390076507788,-1.6940199266570848,-1.006630038900292,-0.1809437524013993,1.1615186599046565,-1.4402574865307864,-0.4787892745276086,-0.43951294979047706,-1.9998311769779937,0.37396197921758595,-0.6126311968480525,-0.3093801400405115,0.17553216459646026,-1.2530760644951406,-1.2247531669370026,1.3507507473790088,-0.06952873981413334,1.0594212293566057,1.4168594436759032,0.35632199095205397,1
-0.9687087822817719,1.8323882757999141,-0.2531605863542961,-0.5764179014217576,0.3954488677198217,0.8811067539844112,0.5344998176025487,-0.38709494774456454,0.9241865099802927,-0.7381601697107915,0.40021099154266077,-0.24504313510750061,-0.9272457430116556,0.6996449223447251,0.49319745613420857,-0.5190297423835868,-0.5654358866619944,0.13036334558631119,0.9921711494333878,1.4381284318621035,-0.4536113228629049,0.6962451848044675,1.0751701698100247,-1.049271640591987,-0.054383247280970645,-1.4264308139481219,-0.07028738717870861,0.7195889155835642,0.3496875452183373,0.9421882514268399,0
0.12736649769190883,-1.1073140141499356,-0.009462768661896787,1.5089143301587533,-1.1761681639557118,2.2261922531004563,-0.042746219303198864,-0.07408573830727115,-0.8677951541317629,1.5091089266467095,-3.1205577485538667,0.5526162503525207,1.5169009587333768,0.17279041147739574,0.313289683274505,2.0412143926164084,-1.2266677099566987,0.8589133363211725,-0.8087174570314688,0.03978384723363893,1.3235527357852672,-0.7113637359127845,0.41022106592268653,-1.030636849757169,-0.07662204084517178,0.620063652395565,0.5537664685132387,-0.30826493771656244,-0.12976235842872233,0.24394286320595504,0
-0.29561731414957965,-0.6041592929548848,2.217400994210403,0.28057324648284454,-0.8597903079961287,3.1836645701083217,0.810002232957941,-0.40467000730269487,0.258412807602211,-0.3435911849477991,1.3295776071269536,1.3444644333105222,-1.623497143113383,-1.0900410003038417,0.15332319940673658,-0.8722940453390208,-0.12481505513425473,-0.04824515778320925,1.383344739319405,1.4816952843482143,1.0457097386884715,-0.9633985972017713,-0.20779340395917953,-0.5525078099493222,0.20866830174136067,0.1886010429930483,-0.14562946412861869,0.8861747454886894,0.3459308028965583,-0.6575421210792718,1
0.6597244088636564,0.19124659591802398,0.3639451952873625,0.6165215135723696,-0.1860346708593042,0.9800490958275877,-0.5021706811932032,2.464607216058071,1.080175360709704,1.1605420774337278,-0.7970296768798852,0.3925245563290554,-0.9388648436098285,-0.7784922036530676,0.6990352920582873,1.7021646968403588,0.46280476491441175,0.709231224824809,-0.8123117193653833,-2.150271210204607,1.9640732592152934,-1.2798451500168027,-0.6745325710246554,-0.020369652784448945,-1.9896951749785294,-1.6356455899511302,0.025297850824104733,-1.0813082826946583,-0.2986892839749543,0.7344815247460893,0
0.09714543233151597,-0.07754212486271221,0.33650627031946373,-1.8201403556008113,-0.4817604650854049,2.1854054459751846,1.140750070245152,-0.27549902177351393,-1.7058421852518904,-0.42277735635007596,0.4559560143197234,-1.0610392203259675,1.7091400726279156,-0.944708662740136,-0.3885071855971576,-0.18887321516833172,0.4011572049333048,-0.2467328037105636,2.6775612268738564,-1.6016599729083276,0.5905194048530297,0.5051112850588536,-1.419149366867313,-0.5304762389631812,-1.1062293418035076,-1.146670336053282,0.04217341666790903,1.2273752363745332,-0.8580449061504148,0.35483915539145927,1
-0.3490919402144667,-1.7071917573625588,-0.5501230242276712,-0.2683199098500496,2.245279641709899,0.0677533084458431,-0.3773026691331101,0.35825778678707904,0.9413079731972118,-0.033086703084840484,0.5317384284337756,-2.6146451959807866,-0.973214117325497,-1.0812749354211917,-0.25087579846251273,-0.11531812052718561,0.2425808856547663,-0.20498076690640177,-0.038558238382416864,-0.5146394072968641,0.4777491946716214,-0.3697076320504815,-1.659645236839779,0.7633220506448261,-0.49711302623058207,0.8780529172842051,-0.22622515756697034,-0.4366279602359488,-0.5821608706580002,-1.8175345389565811,1
0.5223059715655372,2.044396631548468,-0.6817077239165835,0.08844069720361708,-0.4161534449392784,-1.3317993153515149,-1.2616363046962773,0.7434794646000147,0.6052523169010509,-0.8201777443620629,0.7472918607401928,-0.6933951589619101,-0.8484637424047954,-0.7366532922821866,1.2253869280016658,0.3927063648678261,-0.6192420254989127,0.9545252651721793,0.5970615907034046,-0.4682373841528123,-2.0024430796120583,-1.202910941096082,-1.1379253783878724,0.18844311086416965,0.06527353003829393,0.5912219723819195,-0.9814663668345193,-0.8248316080497259,2.3973912229874794,0.6867461210435295,1
