t,win5,target
0,,0
1,,1
2,,1
3,,1
4,,1
5,0.7371746167545908,1
6,0.8909189804019914,0
7,0.18040845841674358,1
8,0.40239678582936544,1
9,0.37787293426979807,0
10,-0.1516512320817915,0
11,-0.35251929459582376,1
12,-0.419510316131168,1
13,-0.4549239245791627,1
14,-0.47527251946293897,0
15,-0.45984220079074234,0
16,-0.14819625917126228,0
17,0.06418980027529182,1
18,-0.3555500012288604,0
19,-0.7544931365017212,0
20,-0.6271014385863483,1
21,-0.6986647875450396,0
22,-0.530803467446008,0
23,-0.622380903557748,1
24,-0.3441844103599638,1
25,-0.210323187095692,0
26,-0.39168153010546053,0
27,-0.37946577164618744,1
28,-0.005126201529589336,1
29,-0.1430636364085184,1
30,-0.1101112297063171,0
31,-0.11806604633004862,0
32,-0.32136148413886645,0
33,-0.7366768331763962,1
34,-0.6900785353919433,1
35,-0.5354478745127368,1
36,-0.28445055989862683,1
37,0.3423363070921278,1
38,0.6801227575080684,1
39,1.0130659383945417,1
40,1.1440921504470394,1
41,1.0226757947165894,1
42,0.583159908564349,1
43,0.36538294683833017,0
44,0.07934674492839565,0
45,-0.3672699109615626,0
46,-0.48300285281859995,0
47,-0.42258734751184246,0
48,-0.25732651107988735,1
49,0.11808740558595074,1
50,0.5881428770391899,1
51,0.5557795453174975,0
52,0.2704299662324411,1
53,0.042563357307635094,0
54,-0.5580502473816515,1
55,-0.5370155522358915,0
56,-0.5765796028975692,0
57,-0.4267157140536776,0
58,-0.26516572788836884,1
59,-0.16781281380385274,0
60,-0.5773989879246126,1
61,-0.567416425780736,1
62,-0.23661614440224343,0
63,-0.2940817464313679,0
64,-0.38048347258420273,0
65,-0.3387099746347843,0
66,0.14336395583081055,1
67,-0.0041792662271679885,0
68,-0.1863655226504873,1
69,0.1726301255612146,1
70,0.22906373643834543,1
71,-0.20289930814660462,0
72,-0.5445720131229331,0
73,-0.6019356790703625,1
74,-0.49814817713999354,0
75,-0.22995633184311517,1
76,-0.11525278473708571,1
77,0.29352580595687366,0
78,0.3474121434702827,0
79,-0.033792223922038137,0
80,-0.21562174081879193,1
81,-0.07970413137973013,0
82,-0.19275713626983193,0
83,-0.0386567849216767,0
84,0.3521551651953275,0
85,0.02676963106621728,1
86,0.012170078315927379,1
87,-0.00534515442338373,0
88,-0.21260835837484543,0
89,-0.41001737423885015,0
90,-0.13092948211957972,1
91,-0.5227395772608597,1
92,-0.49746069390443604,1
93,0.05897576889278637,0
94,0.023462199283214358,1
95,0.05766736882662453,1
96,0.3247463428196883,1
97,0.572146806102656,1
98,0.3769825583327595,0
99,0.3263030776020776,1
100,0.4152995340738982,0
101,0.2908184326982707,1
102,0.014142304448402148,0
103,-0.08582017183558226,0
104,-0.1549237542407469,0
105,-0.296306162033322,0
106,-0.21143456234516272,1
107,-0.0675833207751875,0
108,-0.4154813313286748,0
109,-0.3832560335351623,1
110,-0.2329827154484716,1
111,-0.18356379885120133,1
112,-0.5008444204707528,1
113,-0.03273002187121132,0
114,-0.2004322666261209,0
115,-0.7267179984521759,0
116,-0.8059733205660331,0
117,-0.5166272980097617,0
118,-0.46000984092491065,0
119,-0.27212743455816113,0
120,0.000865535511108706,1
121,0.08506360634114371,1
122,0.16962571630943132,0
123,-0.11334015011689642,1
124,0.06427260643662414,0
125,0.270961389134623,1
126,0.41444655614963155,1
127,0.16884458781527048,0
128,0.060442955681112,1
129,0.18515330770754224,0
130,0.193890787662851,0
131,-0.003625386542877773,1
132,0.31371330822395693,1
133,0.35371321929479344,1
134,0.13251840271587192,0
135,0.15951741243967993,0
136,0.09722086716682839,0
137,-0.1370868182303473,0
138,0.34734371719680696,1
139,0.37372074974241715,0
140,0.2657610136611763,0
141,-0.077077618671573,0
142,-0.3748839050821917,0
143,-0.4071168849280407,0
144,-0.38720009174594816,1
145,-0.1278601122658453,1
146,0.4040493411849445,0
147,0.3677795176723824,0
148,0.09731065908791652,1
149,0.13766297884752005,1
150,0.07968823043793868,0
151,-0.07063646127657844,0
152,0.4555761967699129,1
153,0.5929590115559952,0
154,0.2991019364255649,1
155,-0.011670233733533064,1
156,0.048538337947010686,0
157,-0.2426875490599678,0
158,-0.7645865794537101,1
159,-0.6359454469492115,0
160,-0.8179246450570133,0
161,-0.6423982553720815,1
162,-0.2613792458211106,0
163,0.10096739689150225,1
164,0.43867427052357966,0
165,0.7719011370968938,0
166,0.32866140313045816,0
167,-0.14699941030877486,0
168,-0.3749520607581202,0
169,-0.8133382199804654,0
170,-0.9038016523991297,1
171,-0.6059915754399686,1
172,-0.34357232528575216,0
173,-0.1446420225883757,0
174,-0.15465431340554056,0
175,-0.030086392990838706,0
176,-0.23597437126536164,1
177,-0.02723859707386782,1
178,0.3211008682973201,0
179,0.4041115385894255,0
180,0.10291530207688541,0
181,0.30028135052980487,0
182,-0.17540180754930662,0
183,-0.7200440802372432,0
184,-0.5903019867796325,1
185,-0.1876227076163674,0
186,-0.33366311548942934,0
187,-0.4029238547953874,0
188,-0.3353187987823539,0
189,-0.5358095524047253,0
190,-0.8738228260301174,0
191,-0.6752948590750179,0
192,-0.5404652737566422,1
193,-0.1572448586857395,1
194,0.1866695631975939,0
195,0.25267374570090795,1
196,0.3463788858499425,0
197,0.25154394689112214,1
198,0.19416685420348032,0
199,0.07233368505086638,1
200,-0.07506793043832194,1
201,-0.4274010506517267,0
202,-0.43520293210501826,0
203,-0.4278218740774339,1
204,-0.46893996388197134,1
205,-0.16637358367252095,1
206,-0.04273109487281488,0
207,-0.035520443775075974,0
208,-0.5113368769065184,1
209,-0.6006341068618928,0
210,-1.207926880196809,1
211,-1.1058093993982903,0
212,-0.9519709685537702,0
213,-1.0213778480424374,1
214,-1.0161736675883222,0
215,-0.6194424397335002,0
216,-0.9055865799594132,1
217,-0.85457251184885,0
218,-0.6332014262223454,0
219,-0.4211605681638149,0
220,-0.16529598220562589,1
221,0.14057262971293905,1
222,0.30555227440532085,0
223,0.24130073911025515,1
224,0.14780756120545174,1
225,0.434995720753388,1
226,0.4452653883463852,1
227,0.4200191544600075,0
228,0.7458932915489674,1
229,0.6881874978848262,1
230,0.16096445641933674,0
231,-0.13770173758361334,1
232,-0.07898579558951346,0
233,-0.4149577574495661,1
234,-0.22561845240620718,1
235,0.19509267770652813,1
236,0.13936052104420765,1
237,-0.015836473714603904,0
238,-0.0019873179342917878,1
239,-0.037676992462427464,0
240,-0.24959713032376157,1
241,0.24733388078266766,1
242,0.5642022163190663,0
243,0.8626825275672628,1
244,0.6847777518719285,1
245,0.8646392323669595,1
246,0.7694871676044145,1
247,0.7675072818225075,0
248,0.6387329341506429,0
249,0.464254854147197,0
250,0.057136247229752635,1
251,-0.18508207763271084,1
252,-0.4678088746501377,1
253,-0.39410102594880003,1
254,-0.12247445666535306,0
255,-0.17825928988693576,0
256,-0.4341115719731995,1
257,-0.2845293509612363,1
258,-0.13412085501572085,0
259,-0.49861912378139994,0
260,-0.2991065008980979,0
261,-0.17315418592660134,0
262,-0.605955510131794,1
263,-0.706171224828956,1
264,-0.4912711781270417,0
265,-0.5257747415993119,0
266,-0.4983415550787843,1
267,-0.04154121972202587,0
268,-0.4558249526574027,1
269,-0.4743618997683761,0
270,-0.7508486140209761,0
271,-0.8296367698762122,0
272,-1.1992050562563628,0
273,-0.744183196306454,0
274,-0.7468774830604072,1
275,-0.37129294195963697,0
276,-0.13780524274028766,1
277,0.09708360678036994,0
278,-0.5289766818742854,0
279,-0.609588599116813,1
280,-0.6717654214189804,0
281,-0.764449834336807,1
282,-0.6689363382253044,0
283,-0.25996036950350704,0
284,-0.0016553688742675487,1
285,-0.029110849849169007,1
286,0.3239045246738182,0
287,0.012556819719168378,1
288,0.33567013848558325,0
289,0.4315765191278329,1
290,0.822163550806201,0
291,0.525346537684077,0
292,0.6269679520393996,0
293,0.33664340737963794,0
294,0.11905738747885446,1
295,-0.20129126407115305,1
296,-0.12503170113158008,0
297,0.09520603676705805,1
298,0.44015553809746744,1
299,0.6285608626893572,0
300,0.8506069929834092,0
301,1.0909580361587252,0
302,0.7322836265758046,1
303,0.18957613899827003,0
304,-0.19282545634381132,0
305,-0.5865101528864789,0
306,-0.8597214602375052,1
307,-0.6084362938259462,1
308,-0.4104540471032575,1
309,-0.10307844744203995,0
310,0.00565986198103704,0
311,-0.1127783371829559,1
312,-0.05111488110815203,0
313,-0.3861767752934047,1
314,-0.11101863457780388,0
315,-0.06614446872739632,1
316,0.3348078693737002,1
317,0.25518082009756177,0
318,0.3891913055254993,0
319,-0.2160529909900692,1
