f0,f1,f2,group_id,target
0.40577734485411643,-0.6075079470321505,-0.7507946237953692,0,0
-1.6096720323072464,-1.5842797581938353,1.0967296305274479,0,1
-2.033519994848833,0.24388049261914235,0.7701158777613919,0,1
1.9195107222833832,0.09816635092754017,0.820844207343879,0,0
-0.09784021983945992,0.8107089202067058,1.445359839088475,0,1
0.29522747284626516,-1.8260539715966244,-0.45177769926814615,0,0
-5.339776203640457,-2.6295246665879444,-3.5980666769338727,1,0
-2.393778561809411,-3.0179921804674854,-2.3659428722460936,1,0
-3.788623656655087,-4.03576185551194,-3.6368826409312813,1,0
-2.943946224564583,-1.144462458267674,-4.058395778631972,1,0
-2.951333039047773,-1.33278982088206,-1.5739334729717,1,0
-3.2077695780427495,-1.3350114706395015,-1.7047406601471535,1,0
-3.3692745233151973,-3.0706799708993806,-1.735201559200871,1,0
-2.674822995340814,-2.266377247074859,-2.1822845633322685,1,0
1.9138677653050786,-0.6281834656369047,0.4212938740143122,2,1
2.2653805421554756,1.2201787569164808,1.4712174470590282,2,1
2.719221293194284,3.459611284096222,2.566625610732161,2,1
1.4550871781140642,3.7609116343004763,1.8321971061120532,2,1
1.7291135628581091,2.153917809762087,-0.3411154963353351,2,1
0.3987704783250605,1.3203040301070463,-1.7398635720722104,3,0
0.07820906781841319,0.39142910259379615,-0.3513850551066948,3,0
0.6215456289127947,-0.8158596747296996,-1.3435514020549333,3,0
-0.5637086080759618,-0.04736808657355096,0.8062964869155482,3,0
-0.2953333525016765,-2.808697912661593,-0.7749105660717245,3,0
-0.6526534018749226,-0.9846770352763761,0.8033925151492369,4,0
-1.4087233339032315,-1.4884409069352271,-1.768489318973687,4,0
-0.8821540418948333,-0.9961510658672982,-2.0352300750382946,4,0
0.026765778052898863,0.44000617630074645,-0.6800031497778666,5,0
-0.38397521922103894,-2.415876867619934,-0.2535272876145723,5,1
0.702117657175855,-1.1837583938372738,-1.8437975806901574,5,1
0.2917076683655437,0.8672960316256897,0.4324189206793384,5,1
0.8685837266676528,0.3547482506540235,0.6234869260757281,5,1
0.12930009161334283,0.12507966910027835,-0.1256470905406934,6,1
-0.36515498962792453,-0.3904924280270902,0.5705585902267409,6,1
0.6818798404869151,0.09557386984030103,-0.6556858687936904,6,1
0.3944977104941973,0.39996912074151497,1.4258269282011404,6,1
-0.04980025832742051,0.9748458983230485,0.03562122771994419,7,0
0.6878003896530005,1.965261249069492,0.14075337570925675,7,0
1.9984485099726168,-1.1863061589670991,-1.4331360759451457,7,1
