f0,f1,f2,group_id,target
-0.5321825203670463,0.34402354861125867,0.3080126988955656,0,0
0.40577734485411643,-0.6075079470321505,-0.7507946237953692,0,0
-1.6096720323072464,-1.5842797581938353,1.0967296305274479,0,1
-2.033519994848833,0.24388049261914235,0.7701158777613919,0,1
1.9195107222833832,0.09816635092754017,0.820844207343879,0,0
0.3381737514671469,-0.01863825265500603,-0.40863265125423154,0,1
0.16779725926699957,-0.1940914530656162,0.9443495253515842,0,0
-0.09784021983945992,0.8107089202067058,1.445359839088475,0,1
1.2716071186347997,-1.3692850529613994,0.0402538480681541,0,1
0.29522747284626516,-1.8260539715966244,-0.45177769926814615,0,0
-5.339776203640457,-2.6295246665879444,-3.5980666769338727,1,0
-1.8711891338710362,-2.2419876151733753,-3.9469779568304197,1,0
-2.393778561809411,-3.0179921804674854,-2.3659428722460936,1,0
-3.788623656655087,-4.03576185551194,-3.6368826409312813,1,0
-2.943946224564583,-1.144462458267674,-4.058395778631972,1,0
-2.951333039047773,-1.33278982088206,-1.5739334729717,1,0
-3.2077695780427495,-1.3350114706395015,-1.7047406601471535,1,0
-3.3692745233151973,-3.0706799708993806,-1.735201559200871,1,0
-1.877345933587177,-1.4624619352778225,-2.5007616177495087,1,0
-2.674822995340814,-2.266377247074859,-2.1822845633322685,1,0
1.9138677653050786,-0.6281834656369047,0.4212938740143122,2,1
2.067656800065834,1.4538681144414678,0.4959507196365378,2,1
2.2653805421554756,1.2201787569164808,1.4712174470590282,2,1
0.02983828714278247,2.0668089911253915,2.475099928103531,2,1
2.5161175243213965,3.514559400118012,1.5835581147696796,2,1
0.8009497726521915,0.8156443813315769,0.9162321871967597,2,1
2.719221293194284,3.459611284096222,2.566625610732161,2,1
2.379138463578553,0.5459962089624895,1.9060879551265,2,1
1.4550871781140642,3.7609116343004763,1.8321971061120532,2,1
1.7291135628581091,2.153917809762087,-0.3411154963353351,2,1
0.3987704783250605,1.3203040301070463,-1.7398635720722104,3,0
0.5542646625773409,0.2690442888607236,0.44657543727895144,3,0
0.07820906781841319,0.39142910259379615,-0.3513850551066948,3,0
0.6215456289127947,-0.8158596747296996,-1.3435514020549333,3,0
-0.5134964281913275,-2.8125938897868226,-1.3680652619684612,3,0
-0.5637086080759618,-0.04736808657355096,0.8062964869155482,3,0
-1.5716511719146533,-0.3436520695691202,1.3150919475050467,3,1
-0.2953333525016765,-2.808697912661593,-0.7749105660717245,3,0
-0.23057986593699714,0.4088867689822899,0.36771076698724425,3,0
-1.3516578719378565,-1.7114598287690206,-0.25731912197235274,3,0
-0.6526534018749226,-0.9846770352763761,0.8033925151492369,4,0
-2.22012257230104,0.22043068068268656,-0.7489729455861635,4,0
-0.6300931829658157,-0.474347288572632,-0.8032999632519879,4,0
